culture,country,province,site,date,labNo,sample,species,substrate,mtype,sampling_event,winter,Pd1,Pd2,Pd3,Pd11,Pd12,Pd5,Pd6,Pd7,Pd9,Pd13,Pd10,Pd14,Pd21,Pd23,Pd4,Pd17,Pd19,Pd22,Sla2_Long,Sla2_Short
Gd_01836-aa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01836,20171016_W_ELD_23,,wall,2,2017_autumn_wall,Winter17/18,262,186,264,243,142,366,208,208,426,421,239,246,267,335,410,245,276,441,547,208
Gd_01837-ac,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01837,20171016_W_ELD_25,,wall,2,2017_autumn_wall,Winter17/18,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_01837-aa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01837,20171016_W_ELD_25,,wall,1,2017_autumn_wall,Winter17/18,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_01837-ba,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01837,20171016_W_ELD_25,,wall,2,2017_autumn_wall,Winter17/18,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_01838-ab,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01838,20171016_W_ELD_42,,wall,2,2017_autumn_wall,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01838-ba,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01838,20171016_W_ELD_42,,wall,1,2017_autumn_wall,Winter17/18,252,196,264,255,142,372,208,224,411,446,242,264,267,342,404,245,276,431,519,240
Gd_01841-ac,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01841,20171016_W_ELD_69,,wall,1,2017_autumn_wall,Winter17/18,211,186,264,249,142,372,208,224,396,440,239,235,267,342,398,245,271,431,519,240
Gd_01841-aa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01841,20171016_W_ELD_69,,wall,2,2017_autumn_wall,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01841-ab,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01841,20171016_W_ELD_69,,wall,2,2017_autumn_wall,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,404,245,271,461,547,208
Gd_01841-ca,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01841,20171016_W_ELD_69,,wall,1,2017_autumn_wall,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01842-ba,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01842,20171016_W_ELD_75,,wall,1,2017_autumn_wall,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01842-ab,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01842,20171016_W_ELD_75,,wall,2,2017_autumn_wall,Winter17/18,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_01842-aa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01842,20171016_W_ELD_75,,wall,1,2017_autumn_wall,Winter17/18,262,186,264,249,142,372,214,228,411,421,239,264,292,335,398,245,276,441,519,240
Gd_01842-ae,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01842,20171016_W_ELD_75,,wall,1,2017_autumn_wall,Winter17/18,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_01842-ag,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01842,20171016_W_ELD_75,,wall,1,2017_autumn_wall,Winter17/18,211,186,264,249,142,372,208,224,396,440,239,235,267,342,398,245,271,431,519,240
Gd_01902-af,Germany,Mecklenburg Western Pomerania,Eldena,23.04.2018,Gd01902,20180423_W_ELD_70,,wall,1,2018_spring_wall,Winter17/18,252,196,264,255,142,372,208,224,411,446,242,264,267,342,410,245,276,431,519,240
Gd_01902-ab,Germany,Mecklenburg Western Pomerania,Eldena,23.04.2018,Gd01902,20180423_W_ELD_70,,wall,2,2018_spring_wall,Winter17/18,226,196,264,255,148,372,208,233,411,421,239,264,267,342,362,245,271,441,547,208
Gd_01902-ad,Germany,Mecklenburg Western Pomerania,Eldena,23.04.2018,Gd01902,20180423_W_ELD_70,,wall,1,2018_spring_wall,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,386,245,271,431,519,240
Gd_01902-ae,Germany,Mecklenburg Western Pomerania,Eldena,23.04.2018,Gd01902,20180423_W_ELD_70,,wall,1,2018_spring_wall,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,386,245,271,431,519,240
Gd_01902-aa,Germany,Mecklenburg Western Pomerania,Eldena,23.04.2018,Gd01902,20180423_W_ELD_70,,wall,2,2018_spring_wall,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01904-ae,Germany,Mecklenburg Western Pomerania,Eldena,23.04.2018,Gd01904,20180423_W_ELD_62,,wall,2,2018_spring_wall,Winter17/18,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_01904-aa,Germany,Mecklenburg Western Pomerania,Eldena,23.04.2018,Gd01904,20180423_W_ELD_62,,wall,2,2018_spring_wall,Winter17/18,272,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,265,441,547,208
Gd_01904-ac,Germany,Mecklenburg Western Pomerania,Eldena,23.04.2018,Gd01904,20180423_W_ELD_62,,wall,2,2018_spring_wall,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01904-ad,Germany,Mecklenburg Western Pomerania,Eldena,23.04.2018,Gd01904,20180423_W_ELD_62,,wall,1,2018_spring_wall,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,386,245,271,431,519,240
Gd_01904-ab,Germany,Mecklenburg Western Pomerania,Eldena,23.04.2018,Gd01904,20180423_W_ELD_62,,wall,1,2018_spring_wall,Winter17/18,262,186,264,249,142,286,214,228,411,421,239,264,292,335,398,245,276,441,519,240
Gd_01905-aa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd01905,20171016_W_ELD_70,,wall,2,2017_autumn_wall,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,404,245,271,461,547,208
Gd_02085-aa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02085,20171016_W_ELD_24,,wall,1,2017_autumn_wall,Winter17/18,252,196,264,255,142,372,208,224,411,446,242,264,267,342,410,245,276,431,519,240
Gd_02085-ab,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02085,20171016_W_ELD_24,,wall,1,2017_autumn_wall,Winter17/18,257,196,264,255,142,372,208,224,411,446,239,264,267,342,434,245,276,431,519,240
Gd_02085-ba,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02085,20171016_W_ELD_24,,wall,2,2017_autumn_wall,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,NA,208
Gd_02085-ac,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02085,20171016_W_ELD_24,,wall,2,2017_autumn_wall,Winter17/18,226,196,264,255,148,372,208,233,411,421,239,264,267,342,362,245,271,441,547,208
Gd_02086-aeaa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02086,20171016_W_ELD_26,,wall,2,2017_autumn_wall,Winter17/18,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,547,208
Gd_02086-af,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02086,20171016_W_ELD_26,,wall,2,2017_autumn_wall,Winter17/18,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_02086-ba,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02086,20171016_W_ELD_26,,wall,2,2017_autumn_wall,Winter17/18,262,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02086-aa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02086,20171016_W_ELD_26,,wall,2,2017_autumn_wall,Winter17/18,262,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02087-ab,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02087,20171016_W_ELD_27,,wall,2,2017_autumn_wall,Winter17/18,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,547,208
Gd_02087-ad,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02087,20171016_W_ELD_27,,wall,2,2017_autumn_wall,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,410,245,271,431,547,208
Gd_02087-ac,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02087,20171016_W_ELD_27,,wall,2,2017_autumn_wall,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,410,245,271,431,547,208
Gd_02087-ae,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02087,20171016_W_ELD_27,,wall,1,2017_autumn_wall,Winter17/18,257,196,264,255,142,372,208,224,411,446,239,264,267,342,416,245,276,431,519,240
Gd_02088-ba,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02088,20171016_W_ELD_28,,wall,2,2017_autumn_wall,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,410,245,271,431,547,208
Gd_02089-aa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02089,20171016_W_ELD_29,,wall,2,2017_autumn_wall,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_02090-aa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02090,20171016_W_ELD_43,,wall,2,2017_autumn_wall,Winter17/18,226,186,264,249,142,360,208,224,411,446,239,264,267,342,404,245,271,431,547,208
Gd_02091-ba,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02091,20171016_W_ELD_76,,wall,2,2017_autumn_wall,Winter17/18,231,186,264,249,142,360,208,224,411,446,239,264,267,342,410,245,276,431,547,208
Gd_02091-af,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02091,20171016_W_ELD_76,,wall,1,2017_autumn_wall,Winter17/18,211,180,264,249,142,205,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_02091-aa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02091,20171016_W_ELD_76,,wall,2,2017_autumn_wall,Winter17/18,257,180,264,249,142,366,208,224,426,421,242,271,267,335,398,245,271,441,547,208
Gd_02092-ab,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02092,20171016_W_ELD_78,,wall,2,2017_autumn_wall,Winter17/18,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02093-bb,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02093,20171016_W_ELD_79,,wall,1,2017_autumn_wall,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_02093-ba,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02093,20171016_W_ELD_79,,wall,2,2017_autumn_wall,Winter17/18,201,186,264,261,142,366,208,224,411,409,239,264,267,347,404,245,276,431,547,208
Gd_02093-aa,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02093,20171016_W_ELD_79,,wall,1,2017_autumn_wall,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_02093-ab,Germany,Mecklenburg Western Pomerania,Eldena,16.10.2017,Gd02093,20171016_W_ELD_79,,wall,2,2017_autumn_wall,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_02101-ad,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02101,20181019_W_ELD_3,,wall,2,2018_autumn_wall,Winter18/19,272,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02101-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02101,20181019_W_ELD_3,,wall,2,2018_autumn_wall,Winter18/19,272,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02101-af,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02101,20181019_W_ELD_3,,wall,2,2018_autumn_wall,Winter18/19,211,186,264,261,142,366,208,233,396,446,239,264,267,347,404,245,271,461,547,208
Gd_02101-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02101,20181019_W_ELD_3,,wall,1,2018_autumn_wall,Winter18/19,252,180,264,255,142,372,208,224,411,446,242,264,267,342,410,245,276,431,519,240
Gd_02102-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02102,20181019_W_ELD_7,,wall,2,2018_autumn_wall,Winter18/19,277,207,264,249,142,212,220,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02102-ad,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02102,20181019_W_ELD_7,,wall,1,2018_autumn_wall,Winter18/19,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_02102-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02102,20181019_W_ELD_7,,wall,2,2018_autumn_wall,Winter18/19,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02104-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02104,20181019_W_ELD_10,,wall,1,2018_autumn_wall,Winter18/19,211,180,264,249,142,372,208,233,426,390,239,264,267,342,404,245,271,431,519,240
Gd_02104-ae,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02104,20181019_W_ELD_10,,wall,1,2018_autumn_wall,Winter18/19,252,196,264,255,142,378,208,224,411,446,242,264,267,342,404,245,276,431,519,240
Gd_02104-ad,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02104,20181019_W_ELD_10,,wall,2,2018_autumn_wall,Winter18/19,211,180,264,249,142,366,208,224,426,403,239,264,267,342,410,245,271,431,547,208
Gd_02105-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02105,20181019_W_ELD_12,,wall,2,2018_autumn_wall,Winter18/19,272,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02106-ag,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02106,20181019_W_ELD_14,,wall,1,2018_autumn_wall,Winter18/19,252,196,264,255,142,372,208,224,411,446,242,264,267,342,404,245,276,431,519,240
Gd_02106-af,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02106,20181019_W_ELD_14,,wall,2,2018_autumn_wall,Winter18/19,211,186,264,261,142,366,208,233,396,446,239,264,267,347,404,245,271,461,547,208
Gd_02106-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02106,20181019_W_ELD_14,,wall,2,2018_autumn_wall,Winter18/19,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,547,208
Gd_02106-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02106,20181019_W_ELD_14,,wall,1,2018_autumn_wall,Winter18/19,257,196,264,255,142,372,208,224,411,446,239,264,267,342,404,245,276,441,519,240
Gd_02106-ad,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02106,20181019_W_ELD_14,,wall,2,2018_autumn_wall,Winter18/19,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,NA,208
Gd_02107-ae,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02107,20181019_W_ELD_16,,wall,1,2018_autumn_wall,Winter18/19,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_02107-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02107,20181019_W_ELD_16,,wall,1,2018_autumn_wall,Winter18/19,252,196,264,255,142,193,208,224,411,446,242,264,267,342,404,245,276,431,NA,240
Gd_02107-ad,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02107,20181019_W_ELD_16,,wall,2,2018_autumn_wall,Winter18/19,272,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02108-af,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02108,20181019_W_ELD_18,,wall,2,2018_autumn_wall,Winter18/19,277,207,264,249,142,212,220,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02108-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02108,20181019_W_ELD_18,,wall,2,2018_autumn_wall,Winter18/19,201,186,264,255,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_02108-ai,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02108,20181019_W_ELD_18,,wall,2,2018_autumn_wall,Winter18/19,277,207,264,249,142,212,220,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02108-ah,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02108,20181019_W_ELD_18,,wall,2,2018_autumn_wall,Winter18/19,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,NA,208
Gd_02116-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02116,20181019_W_ELD_30,,wall,2,2018_autumn_wall,Winter18/19,211,180,264,249,142,280,208,224,426,403,239,264,267,342,410,245,271,431,547,208
Gd_02127-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02127,20181019_W_ELD_51,,wall,2,2018_autumn_wall,Winter18/19,272,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02127-af,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02127,20181019_W_ELD_51,,wall,2,2018_autumn_wall,Winter18/19,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_02127-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02127,20181019_W_ELD_51,,wall,1,2018_autumn_wall,Winter18/19,211,180,264,249,142,372,208,233,426,390,239,264,267,342,386,245,271,431,519,240
Gd_02127-ad,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02127,20181019_W_ELD_51,,wall,2,2018_autumn_wall,Winter18/19,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02127-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02127,20181019_W_ELD_51,,wall,2,2018_autumn_wall,Winter18/19,206,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_02128-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02128,20181019_W_ELD_52,,wall,1,2018_autumn_wall,Winter18/19,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_02129-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02129,20181019_W_ELD_53,,wall,2,2018_autumn_wall,Winter18/19,257,186,264,249,142,280,208,208,426,421,239,246,267,335,410,245,276,441,547,208
Gd_02129-ae,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02129,20181019_W_ELD_53,,wall,2,2018_autumn_wall,Winter18/19,226,196,264,255,148,372,208,224,411,421,239,264,267,342,368,245,271,441,547,208
Gd_02129-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02129,20181019_W_ELD_53,,wall,2,2018_autumn_wall,Winter18/19,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,547,208
Gd_02130-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02130,20181019_W_ELD_54,,wall,2,2018_autumn_wall,Winter18/19,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,NA,208
Gd_02130-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02130,20181019_W_ELD_54,,wall,2,2018_autumn_wall,Winter18/19,226,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,431,547,208
Gd_02130-ah,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02130,20181019_W_ELD_54,,wall,1,2018_autumn_wall,Winter18/19,262,186,264,249,142,372,214,224,411,421,239,264,292,335,392,245,276,441,519,240
Gd_02130-ad,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02130,20181019_W_ELD_54,,wall,2,2018_autumn_wall,Winter18/19,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_02131-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02131,20181019_W_ELD_56,,wall,2,2018_autumn_wall,Winter18/19,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_02131-af,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02131,20181019_W_ELD_56,,wall,2,2018_autumn_wall,Winter18/19,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_02131-am,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02131,20181019_W_ELD_56,,wall,2,2018_autumn_wall,Winter18/19,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,NA,208
Gd_02131-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02131,20181019_W_ELD_56,,wall,1,2018_autumn_wall,Winter18/19,257,196,264,255,142,372,208,224,411,446,242,264,267,342,410,245,276,431,519,240
Gd_02131-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.10.2018,Gd02131,20181019_W_ELD_56,,wall,2,2018_autumn_wall,Winter18/19,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00509-aaa,Germany,Mecklenburg Western Pomerania,Anklam,16.02.2014,Gd00509,20140216_B_ANK2_II_2,Mmyo,bat,2,2014_spring_bat,Winter13/14,257,180,NA,249,142,366,208,224,426,428,239,271,267,335,398,245,271,441,547,208
Gd_00509-ab,Germany,Mecklenburg Western Pomerania,Anklam,16.02.2014,Gd00509,20140216_B_ANK2_II_2,Mmyo,bat,2,2014_spring_bat,Winter13/14,257,180,NA,249,142,366,208,224,426,428,239,271,267,335,398,245,271,441,547,208
Gd_00509-ca,Germany,Mecklenburg Western Pomerania,Anklam,16.02.2014,Gd00509,20140216_B_ANK2_II_2,Mmyo,bat,2,2014_spring_bat,Winter13/14,257,180,NA,249,142,366,208,224,426,428,239,271,267,335,398,245,271,441,547,208
Gd_00894-ba,Germany,Mecklenburg Western Pomerania,Neustrelitz,21.01.2017,Gd00894,20170121_B_NBA_4,Mmyo,bat,1,2017_spring_bat,Winter16/17,196,180,264,261,142,NA,208,224,411,421,239,271,267,347,398,245,271,431,519,240
Gd_00896-ae,Germany,Mecklenburg Western Pomerania,Neustrelitz,21.01.2017,Gd00896,20170121_B_NBA_7,Mmyo,bat,2,2017_spring_bat,Winter16/17,211,180,264,261,142,NA,208,224,411,458,239,264,267,342,392,245,271,431,547,208
Gd_00899-ab,Germany,Mecklenburg Western Pomerania,Burg Stargard,21.01.2017,Gd00899,20170121_B_BSK_4,Mmyo,bat,1,2017_spring_bat,Winter16/17,211,192,264,243,142,NA,208,224,396,384,239,271,267,322,416,245,271,381,519,240
Gd_00905-bb,Germany,Mecklenburg Western Pomerania,Burg Stargard,21.01.2017,Gd00905,20170121_B_BSK_11,Mmyo,bat,2,2017_spring_bat,Winter16/17,221,180,264,261,142,NA,208,224,411,458,239,264,267,342,392,245,271,431,547,208
Gd_00914-ca,Germany,Mecklenburg Western Pomerania,Anklam,28.01.2017,Gd00914,20170128_B_ANK3_1,Mnat,bat,1,2017_spring_bat,Winter16/17,216,186,264,249,142,NA,208,224,411,446,239,271,267,342,404,251,271,431,519,240
Gd_00937-ae,Germany,Mecklenburg Western Pomerania,Strasburg,04.02.2017,Gd00937,20170204_B_ASC_3,Mnat,bat,2,2017_spring_bat,Winter16/17,221,186,264,249,142,NA,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_00940-aa,Germany,Mecklenburg Western Pomerania,Strasburg,04.02.2017,Gd00940,20170204_B_ASC_6,Mnat,bat,2,2017_spring_bat,Winter16/17,221,186,264,249,142,NA,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_00964-aa,Germany,Mecklenburg Western Pomerania,Strasburg,04.02.2017,Gd00964,20170204_B_SBG_4,Mmyo,bat,1,2017_spring_bat,Winter16/17,211,186,264,249,142,NA,208,224,411,446,239,271,267,342,410,245,276,431,519,240
Gd_00967-ac,Germany,Mecklenburg Western Pomerania,Strasburg,04.02.2017,Gd00967,20170204_B_SBG_7,Mmyo,bat,1,2017_spring_bat,Winter16/17,196,180,264,261,142,NA,208,224,411,421,239,271,267,347,398,245,271,431,519,240
Gd_00970-aa,Germany,Mecklenburg Western Pomerania,Strasburg,04.02.2017,Gd00970,20170204_B_SBG_10,Mmyo,bat,2,2017_spring_bat,Winter16/17,231,186,264,261,142,NA,208,224,411,452,239,264,267,342,404,245,276,431,547,208
Gd_00972-ad,Germany,Mecklenburg Western Pomerania,Strasburg,04.02.2017,Gd00972,20170204_B_SBG_12,Mmyo,bat,2,2017_spring_bat,Winter16/17,187,196,264,261,148,NA,208,243,411,446,239,264,267,347,416,245,271,481,547,208
Gd_00976-aa,Germany,Mecklenburg Western Pomerania,Strasburg,04.02.2017,Gd00976,20170204_B_SBG_16,Mmyo,bat,1,2017_spring_bat,Winter16/17,196,180,264,261,142,NA,208,224,411,421,239,271,267,347,398,245,271,431,519,240
Gd_01371-aa,Germany,Mecklenburg Western Pomerania,Neustrelitz,10.02.2018,Gd01371,20180210_B_NBU_1,Mmyo,bat,2,2018_spring_bat,Winter17/18,221,192,264,NA,142,366,208,233,396,403,239,264,267,347,386,245,271,461,547,208
Gd_01374-ab,Germany,Mecklenburg Western Pomerania,Neustrelitz,10.02.2018,Gd01374,20180210_B_NBA_2,Mmyo,bat,2,2018_spring_bat,Winter17/18,216,180,264,261,142,NA,208,224,411,458,239,264,267,342,392,245,271,431,547,208
Gd_01375-aa,Germany,Mecklenburg Western Pomerania,Neustrelitz,10.02.2018,Gd01375,20180210_B_NBA_3,Mmyo,bat,2,2018_spring_bat,Winter17/18,216,186,264,NA,142,366,208,224,365,446,239,271,267,342,410,245,271,431,NA,208
Gd_01377-aa,Germany,Mecklenburg Western Pomerania,Neustrelitz,10.02.2018,Gd01377,20180210_B_NBA_5,Mmyo,bat,2,2018_spring_bat,Winter17/18,226,196,264,261,142,NA,208,224,411,446,239,264,267,342,416,245,276,431,547,208
Gd_01380-ab,Germany,Mecklenburg Western Pomerania,Neustrelitz,10.02.2018,Gd01380,20180210_B_NBA_8,Mmyo,bat,2,2018_spring_bat,Winter17/18,224,196,264,261,142,NA,208,224,411,446,239,264,267,342,416,245,276,431,547,208
Gd_01383-ab,Germany,Mecklenburg Western Pomerania,Neustrelitz,10.02.2018,Gd01383,20180210_B_NBA_11,Mmyo,bat,2,2018_spring_bat,Winter17/18,226,196,264,261,142,360,208,224,411,446,239,264,267,342,NA,245,276,431,NA,208
